"No.","HS Code","HS Description","Suppl. Unit","Special Permission","Duty Tax Rate","Excise Tax Rate","VAT Rate","Sur Tax Rate","With Hold Rate","Second Schedule 1","Second Schedule 2","Export Duty Tax Rate"
"5066.0","84254100","--BUILT-IN JACKING SYSTEMS OF A TYPE USED IN GARAGES","UN","","10","0","15","10","3","0","0","0"
"5067.0","84254200","--Other HYDRAULIC JACKS AND VEHICLE HOISTS","UN","","10","0","15","10","3","0","0","0"
"5068.0","84254900","--OTHER JACKS AND VEHICLE HOISTS, NES","UN","","10","0","15","10","3","0","0","0"
"5069.0","84261100","--OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT","UN","","10","0","15","10","3","05","0","0"
"5070.0","84261200","--MOBILE LIFTING FRAMES ON TYRES AND STRADDLE CARRIERS","UN","","10","0","15","10","3","05","0","0"
"5071.0","84261900","--Other TRANSPORTER CRANES,GANTRY CRANES/BRIDGE CRANES,OVERHD TRAVELLNG CRANES NES","UN","","10","0","15","10","3","05","0","0"
"5072.0","84262000","-TOWER CRANES","UN","","10","0","15","10","3","0","0","0"
"5073.0","84263000","-PORTAL OR PEDESTAL JIB CRANES","UN","","10","0","15","10","3","0","0","0"
"5074.0","84264100","--DERRICKS, CRANES, ETC, NES, SELF-PROPELLED, ON TYRES","UN","","10","0","15","10","3","0","0","0"
"5075.0","84264900","--Other DERRICKS, CRANES, ETC, NES, SELF-PROPELLED (EXCL. ON TYRES)","UN","","10","0","15","10","3","0","0","0"
"5076.0","84269100","--DERRICKS, CRANES, ETC, NES, DESIGNED FOR MOUNTING ON ROAD VEHICLES","UN","","10","0","15","10","3","0","0","0"
"5077.0","84269900","--Other SHIPS DERRICKS, CRANES, ETC, NES","UN","","10","0","15","10","3","0","0","0"
"5078.0","84271000","-SELF-PROPELLED WORKS TRUCKS POWERED BY AN ELECTRIC MOTOR","UN","","10","0","15","10","3","0","0","0"
"5079.0","84272000","-Other SELF-PROPELLED WORKS TRUCKS (EXCL. ELECTIC)","UN","","10","0","15","10","3","0","0","0"
"5080.0","84279000","-Other WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT, NES","UN","","10","0","15","10","3","0","0","0"
"5081.0","84281000","-LIFTS AND SKIP HOISTS","UN","","10","0","15","10","3","0","0","0"
"5082.0","84282000","-PNEUMATIC ELEVATORS AND CONVEYORS","UN","","10","0","15","10","3","0","0","0"
"5083.0","84283100","-Other CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, FOR UNDERGROUND USE--Specially design","UN","","05","0","15","10","3","0","0","0"
"5084.0","84283200","--Other CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BUCKET TYPE, NES","UN","","05","0","15","10","3","0","0","0"
"5085.0","84283300","--Other CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, BELT TYPE, NES","UN","","05","0","15","10","3","00","0","0"
"5086.0","84283900","--OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS, NES","UN","","05","0","15","10","3","0","0","0"
"5087.0","84284000","-ESCALATORS AND MOVING WALKWAYS","UN","","10","0","15","10","3","0","0","0"
"5088.0","84285000","MINE WAGON PUSHERS, LOCOMOTIVE OR WAGON TRAVERSERS...","UN","","05","0","15","10","3","0","0","0"
"5089.0","84286000","-TELEFERICS, CHAIR-LIFTS...; TRACTION MECHANISMS FOR FUNICULARS","UN","","05","0","15","10","3","0","0","0"
"5090.0","84289000","-oTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY, NES","UN","","05","0","15","10","3","0","0","0"
"5091.0","84291100","-SELF-PROPELLED BULLDOZERS AND ANGLEDOZERS --TRACK LAYING","UN","","05","0","15","10","3","0","0","0"
"5092.0","84291900","--other SELF-PROPELLED BULLDOZERS AND ANGLEDOZERS, (EXCL. TRACK LAYING)","UN","","05","0","15","10","3","0","0","0"
"5093.0","84292000","-SELF-PROPELLED GRADERS AND LEVELLERS","UN","","05","0","15","10","3","0","0","0"
"5094.0","84293000","-SELF-PROPELLED SCRAPERS","UN","","05","0","15","10","3","0","0","0"
"5095.0","84294000","-SELF-PROPELLED TAMPING MACHINES AND ROAD-ROLLERS","UN","","05","0","15","10","3","0","0","0"
"5096.0","84295100","-Mechanical shovels,SELF-PROPELLED FRONT-END SHOVEL LOADERS:--Front end shovel loaders","UN","","05","0","15","10","3","0","0","0"
"5097.0","84295200","--SELF-PROPELLED BULLDOZERS... WITH A 360¿ REVOLVING SUPERSTRUCTURE","UN","","05","0","15","10","3","0","0","0"
"5098.0","84295900","--Other SELF-PROPELLED BULLDOZERS, EXCAVATORS..., NES","UN","","05","0","15","10","3","0","0","0"
"5099.0","84301000","-PILE-DRIVERS AND PILE-EXTRACTORS","UN","","05","0","15","10","3","0","0","0"
"5100.0","84302000","-SNOW-PLOUGHS AND SNOW-BLOWERS","UN","","05","0","15","10","3","0","0","0"
"5101.0","84303100","--SELF-PROPELLED COAL OR ROCK CUTTERS AND TUNNELLING MACHINERY","UN","","05","0","15","10","3","0","0","0"
"5102.0","84303900","--Other COAL OR ROCK CUTTERS AND TUNNELLING MACHINERY (EXCL. SELF-PROPELLED)","UN","","05","0","15","10","3","0","0","0"
"5103.0","84304100","--Self-propelled boring or sinking machinery","UN","","05","0","15","10","3","0","0","0"
"5104.0","84304900","--Other BORING OR SINKING MACHINERY (EXCL. SELF-PROPELLED)","UN","","05","0","15","10","3","0","0","0"
"5105.0","84305000","-Other SELF-PROPELLED EARTH MOVING, GRADING, EXCVATING... MACHINERY, NES","UN","","05","0","15","10","3","0","0","0"
"5106.0","84306100","--TAMPING OR COMPACTING MACHINERY, NOT SELF-PROPELLED","UN","","05","0","15","10","3","0","0","0"
"5107.0","84306900","--Other EARTH MOVING, EXCAVATING, EXTRACTING... MACHINERY, NOT SELF-PROPELLED","UN","","05","0","15","10","3","0","0","0"
"5108.0","84311000","-Parts of machinery of 84.25","","","10","0","15","10","3","05","0","0"
"5109.0","84312000","-Parts of machinery of 84.27","","","10","0","15","10","3","00","0","0"
"5110.0","84313100","--Parts of lift, skip hoists or escalators","","","10","0","15","10","3","05","00","0"
"5111.0","84313910","--- PARTS OF MACHINERY OF TARIFF ITEMS NO 8428.2000","","","10","0","15","10","3","05","0","0"
"5112.0","84313990","---Other PARTS OF MACHINERY OF TARIFF ITEMS NO ,NES (EXCL 8428.2000)","","","05","0","15","10","3","00","0","0"
"5113.0","84314100","--Buckets, shovels, grabs and grips of machinery of 84.26, 84.29 and 84.30","","","10","0","15","10","3","0","0","0"
"5114.0","84314200","--Bulldozer or angledozer blades of 84.29","","","05","0","15","10","3","0","0","0"
"5115.0","84314300","--Parts for boring or sinking machinery of subheading 8430.41 or 8430.49","","","05","0","15","10","3","0","0","0"
"5116.0","84314900","--Other Parts of machinery of 84.26, 84.29 and 84.30, nes","","","05","0","15","10","3","0","0","0"
"5117.0","84321000","-PLOUGHS","UN","","05","0","15","10","3","0","0","0"
"5118.0","84322100","--DISC HARROWS","UN","","05","0","15","10","3","0","0","0"
"5119.0","84322900","--Other HARROWS (EXCL. DISC HARROWS), SCARIFIERS, CULTIVATORS, WEEDERS AND HOES","UN","","05","0","15","10","3","0","0","0"
"5120.0","84323000","-SEEDERS, PLANTERS AND TRANSPLANTERS","UN","","05","0","15","10","3","00","0","0"
"5121.0","84324000","-MANURE SPREADERS AND FERTILISER DISTRIBUTORS","UN","","05","0","15","10","3","0","0","0"
"5122.0","84328010","--- LAWN OR SPORTS GROUND ROLLERS","UN","","10","0","15","10","3","0","0","0"
"5123.0","84328090","---Other SOIL PREPARATION /CULTIVATION MACHINERY ,NES","UN","","05","0","15","10","3","00","0","0"
"5124.0","84329010","--- PARTS OF TARIFF ITEM NO 8432.8010","","","10","0","15","10","3","0","0","0"
"5125.0","84329090","--- OTHER PARTS OF SOIL PREPAR /CULTIV MACHINERY ... NES (8432.8010)","","","05","0","15","10","3","0","0","0"
"5126.0","84331100","-MOWERS..., POWERED, THE CUTTING DEVICE ROTATING IN A HORIZONTAL PLANE","UN","","10","0","15","10","3","0","0","0"
"5127.0","84331900","--Other MOWERS FOR LAWNS, PARKS OR SPORTS GROUNDS, NES","UN","","10","0","15","10","3","0","0","0"
"5128.0","84332000","-MOWERS (INCL. CUTTER BARS FOR TRACTOR MOUNTING), NES","UN","","05","0","15","10","3","0","0","0"
"5129.0","84333000","-Haymaking machinery","UN","","05","0","15","10","3","0","0","0"
"5130.0","84334000","-STRAW OR FODDER BALERS (INCL. PICK-UP BALERS)","UN","","05","0","15","10","3","0","0","0"
"5131.0","84335100","--COMBINE HARVESTER-THRESHERS","UN","","05","0","15","10","3","0","0","0"
"5132.0","84335200","--THRESHING MACHINERY FOR AGRICULTURAL PRODUCE, NES","UN","","05","0","15","10","3","00","0","0"
"5133.0","84335300","--ROOT OR TUBER HARVESTING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5134.0","84335900","Other HARVESTING MACHINERY, NES","UN","","05","0","15","10","3","0","0","0"
"5135.0","84336000","-MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE","UN","","05","0","15","10","3","0","0","0"
"5136.0","84339010","--- PARTS OF TARIFF ITEMS NO 8433.1100 & 8433.1900","","","10","0","15","10","3","0","0","0"
"5137.0","84339090","---Other PARTS OF MACHINERY OR HEADDING 84.33(EXC 8433.1100 & 8433.1900)","","","05","0","15","10","3","0","0","0"
"5138.0","84341000","-MILKING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5139.0","84342000","-DAIRY MACHINERY","UN","","05","0","15","10","3","0","0","0"
"5140.0","84349000","-Parts of milking machines and dairy machinery","","","05","0","15","10","3","0","0","0"
"5141.0","84351000","-PRESSES, CRUSHERS, ETC, FOR MAKING WINE, CIDER, FRUIT JUICES, ETC","UN","","05","0","15","10","3","0","0","0"
"5142.0","84359000","-Parts of machinery for making wine, cider, fruit juices, etc","","","05","0","15","10","3","0","0","0"
"5143.0","84361000","-MACHINERY FOR PREPARING ANIMAL FEEDING STUFFS","UN","","05","0","15","10","3","0","0","0"
"5144.0","84362100","--POULTRY INCUBATORS AND BROODERS","UN","","05","0","15","10","3","0","0","0"
"5145.0","84362900","--Other POULTRY-KEEPING MACHINERY, NES","UN","","05","0","15","10","3","0","0","0"
"5146.0","84368000","-Other machinary AGRICULTURAL... FORESTRY OR BEE-KEEPING MACHINERY, NES","UN","","05","0","15","10","3","0","0","0"
"5147.0","84369100","-Parts:-- of poultry-keeping machinery or poultry incubators and brooders","","","05","0","15","10","3","0","0","0"
"5148.0","84369900","--Other Parts of agricultural... machinery, nes","","","05","0","15","10","3","0","0","0"
"5149.0","84371000","-MACHINES FOR CLEANING/SORTING/GRADING SEED, GRAIN OR DRIED VEGETABLES","UN","","05","0","15","10","3","0","0","0"
"5150.0","84378000","- OTHER MACHINERY FOR MILLING OR WORKING CEREALS OR DRIED VEGETABLES","UN","","05","0","15","10","3","0","0","0"
"5151.0","84379000","-Parts of milling, etc, machinery","","","05","0","15","10","3","0","0","0"
"5152.0","84381000","-BAKERY MACHINNERY & MACHINN. FOR THE MANUFAC. OF MACARONI,SPAGHETTI OR SIMILAR PRODUCTS","UN","","05","0","15","10","3","0","0","0"
"5153.0","84381010","--- MACHI. FOR  MAKING BAKERY ,MACARONI ,SPAGETI ETC,DOMESTIC/COMMER)TYPE","UN","","20","0","15","10","3","0","0","0"
"5154.0","84381090","--- MACHIN FOR MAKING BAKERY ,MACARONI ,SPAGEHTI ..ETC (EXC DOM/COMMER)NES","UN","","05","0","15","10","3","0","0","0"
"5155.0","84382000","-MACHINERY FOR THE MANUFACTURE OF CONFECTIONERY, COCOA OR CHOCOLATE","UN","","05","0","15","10","3","0","0","0"
"5156.0","84382010","--- MACHINERY FOR MANUF .OF CONFECTIONERY ,...ETC FOR DOMESTIC/COMMERCIAL","UN","","20","0","15","10","3","0","0","0"
"5157.0","84382090","--- MACHINERY FOR MANUF. OF CONFECTIONERY ,ETC (EXC DOMESTIC/COMMER)TYPE","UN","","05","0","15","10","3","0","0","0"
"5158.0","84383000","-MACHINERY FOR SUGAR MANUFACTURE","UN","","05","0","15","10","3","0","0","0"
"5159.0","84384000","-BREWERY MACHINERY","UN","","05","0","15","10","3","0","0","0"
"5160.0","84385000","-MACHINERY FOR THE PREPARATION OF MEAT OR POULTRY","UN","","05","0","15","10","3","0","0","0"
"5161.0","84385010","--- MACHINERY FOR THE PREPARATION OF MEAT OR PULTRY FOR DOMES/COMM USE","UN","","20","0","15","10","3","0","0","0"
"5162.0","84385090","--- MACHINERY FOR THE PREPARATION OF MEAT OR POULTRY (EXC.DOM/COMMER.)TYPE","UN","","05","0","15","10","3","0","0","0"
"5163.0","84386000","-MACHINERY FOR THE PREPARATION OF FRUITS, NUTS OR VEGETABLES","UN","","05","0","15","10","3","0","0","0"
"5164.0","84386010","--- MACHINERY FOR THE PREPARATION OF FRUITS ,NUTS/VEGETA.(DOME/COM TYPE)","UN","","20","0","15","10","3","0","0","0"
"5165.0","84386090","--- MACHINERY FOR THE PREPAR.OF FRUITS ,NUTS/VEGETABLES (EXCL DOME/TYPE)","UN","","05","0","15","10","3","0","0","0"
"5166.0","84388000","-OTHER MACHINERY","UN","","05","0","15","10","3","0","0","0"
"5167.0","84388010","--- MACHINE. FOR THE PREPARATION/MANUFACTURE OF FOOD/DRINK(DOM/COME TYPE","UN","","20","0","15","10","3","0","0","0"
"5168.0","84388090","--- MACHINE. FOR PREPAR./MANUFACTURE OF FOOD OR DRINK ,NES(EXCL DOMES.TYPE","UN","","05","0","15","10","3","0","0","0"
"5169.0","84389010","--- PARTS OF TARIFF ITEMS NO 8438.1010,2010,5010,6010 & 8010","","","20","0","15","10","3","0","0","0"
"5170.0","84389090","---Other PARTS OF INDUSRIAL MACHINERY FOR FOOD AND DRINK MANUFACTURE NES.","","","05","0","15","10","3","0","0","0"
"5171.0","84391000","-MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL","UN","","05","0","15","10","3","0","0","0"
"5172.0","84392000","-MACHINERY FOR MAKING PAPER OR PAPERBOARD","UN","","05","0","15","10","3","0","0","0"
"5173.0","84393000","-MACHINERY FOR FINISHING PAPER OR PAPERBOARD","UN","","05","0","15","10","3","0","0","0"
"5174.0","84399100","-Parts:-- of machinery for making pulp of fibrous cellulosic material","","","10","0","15","10","3","0","0","0"
"5175.0","84399900","--Parts of machinery for making/finishing paper or paperboard","","","05","0","15","10","3","0","0","0"
"5176.0","84401000","-BOOK-BINDING MACHINERY (INCL. BOOK-SEWING MACHINES)","UN","","05","0","15","10","3","0","0","0"
"5177.0","84409000","-Parts of book-binding machinery","","","05","0","15","10","3","0","0","0"
"5178.0","84411010","--- GUILLOTINES OF A KIND AND SIZE FOR USE IN OFFICE","UN","","10","0","15","10","3","0","0","0"
"5179.0","84411090","--- OTHER CUTTING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5180.0","84412000","-MACHINES FOR MAKING BAGS, SACKS OR ENVELOPES OF PAPER OR PAPERBOARD","UN","","05","0","15","10","3","0","0","0"
"5181.0","84413000","-MACHINES FOR MAKING CARTONS, BOXES, ETC, OF PAPER OR PAPERBOARD","UN","","05","0","15","10","3","0","0","0"
"5182.0","84414000","-MACHINES FOR MOULDING ARTICLES IN PAPER PULP, PAPER OR PAPERBOARD","UN","","05","0","15","10","3","0","0","0"
"5183.0","84418000","-MACHINERY FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, NES","UN","","05","0","15","10","3","0","0","0"
"5184.0","84419010","--- PARTS OF MACHIN. OF TARIFF ITEM NO 8441.1010","","","10","0","15","10","3","0","0","0"
"5185.0","84419090","--- PARTS OF MACHINERY FOR MAKING-UP PAPER PULP ... ETC ,NES","","","05","0","15","10","3","0","0","0"
"5186.0","84421000","PHOTOTYPE-SETTING AND COMPOSING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5187.0","84422000","MACHINERY, APPARATUS AND EQUIPMENT FOR TYPE-SETTING OR COMPOSING, NES","UN","","05","0","15","10","3","0","0","0"
"5188.0","84423000","-MACHINERY, APPARATUS AND EQUIPMENT FOR MAKING PRINTING BLOCKS..., NES","UN","","05","0","15","10","3","0","0","0"
"5189.0","84424000","-Parts of type-setting... machinery","","","05","0","15","10","3","0","0","0"
"5190.0","84425000","-Plates ,cylinders and other printing components :plates , cylinders and lithographic ..","UN","","05","0","15","10","3","00","0","0"
"5191.0","84431100","--OFFSET PRINTING MACHINERY, REEL FED","UN","","05","0","15","10","3","00","0","0"
"5192.0","84431200","--OFFSET PRINTING MACHINERY, SHEET FED, OFFICE TYPE","UN","","10","0","15","10","3","0","0","0"
"5193.0","84431300","--other offset printing machinery","UN","","05","0","15","10","3","0","0","0"
"5194.0","84431400","--Letterpress printing machinery , reel fed excluding flexographic printing","UN","","05","0","15","10","3","0","0","0"
"5195.0","84431500","--Letterpress printing machinery, other than reel fed, excluding flexographic printing","UN","","05","0","15","10","3","0","0","0"
"5196.0","84431600","--Flexographic printing machinery","UN","","05","0","15","10","3","0","0","0"
"5197.0","84431700","--Gravure printing machinery","UN","","05","0","15","10","3","0","0","0"
"5198.0","84431900","--Other OFFSET PRINTING MACHINERY, NES","UN","","05","0","15","10","3","0","0","0"
"5199.0","84432100","LETTERPRESS PRINTING MACHINERY, (EXCL. FLEXOGRAPHIC PRINTING), REEL FED","UN","","05","0","15","10","3","0","0","0"
"5200.0","84432900","LETTERPRESS PRINTING MACHINERY, (EXCL. FLEXOGRAPHIC PRINTING), NES","UN","","05","0","15","10","3","0","0","0"
"5201.0","84433000","FLEXOGRAPHIC PRINTING MACHINERY","UN","","05","0","15","10","3","0","0","0"
"5202.0","84433100","--Machines which persorm two or mor of the functions of printing, coping or facsinile ..","UN","","05","0","15","10","3","0","0","0"
"5203.0","84433200","--Other, capable of connecting to an authomatic data processing machine or to a network","UN","","05","0","15","10","3","0","0","0"
"5204.0","84433900","--Other printing machinery","UN","","20","0","15","10","3","0","0","0"
"5205.0","84433910","---Photocopying apparatus","UN","","30","0","15","10","3","0","0","0"
"5206.0","84433920","---Facsimile machines","UN","","05","0","15","10","3","0","0","0"
"5207.0","84433990","---Other flexographic printing machinery","UN","","20","0","15","10","3","0","0","0"
"5208.0","84434000","GRAVURE PRINTING MACHINERY","UN","","05","0","15","10","3","0","0","0"
"5209.0","84435100","Ink-jet printing machines","UN","","05","0","15","10","3","0","0","0"
"5210.0","84435900","Printing machinery , nes","","","05","0","15","10","3","0","0","0"
"5211.0","84436000","MACHINES FOR USES ANCILLARY TO PRINTING","UN","","05","0","15","10","3","0","0","0"
"5212.0","84439010","--- PARTS OF TARIFF ITEM NO 8443.1200","","","20","0","15","10","3","0","0","0"
"5213.0","84439090","--- PARTS OF PRINTING MACHINERY ,NES (EXCL 8443.1200)","","","05","0","15","10","3","0","0","0"
"5214.0","84439100","--Parts & accessories of printing machinery used for printing by means of plates ...","UN","","05","0","15","10","3","0","0","0"
"5215.0","84439910","---Toner cartridge and ribbon","","","10","0","15","10","3","05","0","0"
"5216.0","84439920","--- Of tariff item 84433910","","","20","0","15","10","3","0","0","0"
"5217.0","84439990","---Other parts and accessories of printing machinery","","","05","0","15","10","3","0","0","0"
"5218.0","84440000","MACHINES FOR EXTRUDING, DRAWING... OR CUTTING MAN-MADE TEXTILE MATERIALS","UN","","05","0","15","10","3","0","0","0"
"5219.0","84451100","--CARDING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5220.0","84451200","--COMBING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5221.0","84451300","--DRAWING OR ROVING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5222.0","84451900","--OTHER MACHINES FOR PREPARING TEXTILE FIBRES, NES","UN","","05","0","15","10","3","0","0","0"
"5223.0","84452000","-TEXTILE SPINNING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5224.0","84453000","-TEXTILE DOUBLING OR TWISTING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5225.0","84454000","-TEXTILE WINDING (INCL. WEFT-WINDING) OR REELING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5226.0","84459000","-other MACHINERY FOR PRODUCING OR PREPARING TEXTILE YARNS, NES","UN","","05","0","15","10","3","0","0","0"
"5227.0","84461000","-WEAVING MACHINES FOR WEAVING FABRICS, =<30CM WIDE","UN","","05","0","15","10","3","0","0","0"
"5228.0","84462100","--POWER LOOMS FOR WEAVING FABRICS, >30CM WIDE, SHUTTLE TYPE","UN","","05","0","15","10","3","0","0","0"
"5229.0","84462900","--Other WEAVING MACHINES FOR WEAVING FABRICS, >30CM WIDE, SHUTTLE TYPE, NES","UN","","05","0","15","10","3","0","0","0"
"5230.0","84463000","-WEAVING MACHINES FOR WEAVING FABRICS, >30CM WIDE, SHUTTLELESS TYPE","UN","","05","0","15","10","3","0","0","0"
"5231.0","84471110","--- CIRCULAR KINITTING MACHINE ,WITH CYL DIAM =< 165MM ,---PORTABLE DOME/TYPE","UN","","10","0","15","10","3","0","0","0"
"5232.0","84471190","---Other CIRCULAR KNITTING MACHIN,WITH CYLINDER DIAMETER =< (EXCL DOMESTIC TYPE)","UN","","05","0","15","10","3","0","0","0"
"5233.0","84471210","--- CIRCULAR KNITTING MACHINE ,WITH CYLINDER DIAMETER >165MM:---portable domstic type","UN","","10","0","15","10","3","0","0","0"
"5234.0","84471290","---Other CIRCULAR KNITTING MACHINES ,WITH CYLINDER DIAMETER >16MM (EXCL DOME/TY","UN","","05","0","15","10","3","0","0","0"
"5235.0","84472010","- FLAT KNITTING MACHINE ;STITCH -BONDING MACHINESE---portable domestic type","UN","","10","0","15","10","3","0","0","0"
"5236.0","84472090","---other FLAT KNITTING MACHINES; STITCH-BONDING MACHINE (EXCL DOMESTIC TYPE)","UN","","05","0","15","10","3","0","0","0"
"5237.0","84479010","---Portable MACHINES FOR MAKING GIMPED YARN,TULLE,LACE,EMBROIDERY,TRIMMINGS(PDT)","UN","","10","0","15","10","3","0","0","0"
"5238.0","84479090","--- Other MACHINE FOR MAKING GIMPED YARN,TULE,LACE,EMROIDERY ,TRIMMINGS(NOT PDT)","UN","","05","0","15","10","3","0","0","0"
"5239.0","84481100","--Doobies and jacquards; card reducing, copying... machines","","","05","0","15","10","3","00","0","0"
"5240.0","84481900","--Other Auxiliary machinery for machines of 84.44, 84.45, 84.46, 84.47","","","05","0","15","10","3","00","0","0"
"5241.0","84482000","-Parts and accessories of machines of 84.44 or their auxiliary machinery","","","05","0","15","10","3","00","0","0"
"5242.0","84483100","--Card clothing","","","05","0","15","10","3","00","0","0"
"5243.0","84483200","--Parts and accessories of machines for preparing textile fibres, nes","","","05","0","15","10","3","00","0","0"
"5244.0","84483300","--Spindles and spindle flyers, spinning ring and ring travellers","","","05","0","15","10","3","00","0","0"
"5245.0","84483900","--Other Parts and accessories of machines of 84.45, etc, nes","","","05","0","15","10","3","00","0","0"
"5246.0","84484100","Shuttles","","","05","0","15","10","3","0","0","0"
"5247.0","84484200","--Reeds for looms, healds and heald-frames","","","05","0","15","10","3","00","0","0"
"5248.0","84484900","--Other Parts and accessories of weaving machines (looms), nes","","","05","0","15","10","3","00","0","0"
"5249.0","84485110","-- SINKERS ,NEEDLES AND OTHER ARTICLES USED INFORMING STITCHES:---ofpdt---of portable","","","20","0","15","10","3","00","0","0"
"5250.0","84485190","---Other SINKERS NEEDLES AND ARTICLES USSED IN FORMING STITCHES ,NES OF HD 8447","","","05","0","15","10","3","00","0","0"
"5251.0","84485910","--- PARTS AND ACCESSORIES OF MACHINE OF 84.47 ,ETC (PORTABLE DOMESTIC TYPE","","","20","0","15","10","3","00","0","0"
"5252.0","84485990","---other PARTS AND ACCESSORIES OF MACHINES 84.47 ETC,NES (EXCL PORTABLE TYPE )","","","05","0","15","10","3","00","0","0"
"5253.0","84490000","Machinery for the manufacture or finishing of felt or nonwovens","","","05","0","15","10","3","0","0","0"
"5254.0","84501100","--FULLY-AUTOMATIC WASHING MACHINES, CAPACITY=<10KG","UN","","20","30","15","10","3","0","0","0"
"5255.0","84501200","--other WASHING MACHINES WITH BUILT-IN CENTRIFUGAL DRIER, CAPACITY =<10KG","UN","","20","30","15","10","3","0","0","0"
"5256.0","84501900","--other WASHING MACHINES, NES, OF A DRY LINEN CAPACITY =<10KG","UN","","20","30","15","10","3","0","0","0"
"5257.0","84502000","-WASHING MACHINES, HOUSEHOLD/LAUNDRY TYPE, CAPACITY >10KG","UN","","20","0","15","10","3","0","0","0"
"5258.0","84509000","-Parts of household/laundry-typewashing machines","UN","","10","0","15","10","3","0","0","0"
"5259.0","84511000","-DRY-CLEANING MACHINES","UN","","20","0","15","10","3","0","0","0"
"5260.0","84512100","-DRYING MACHINES,:-- OF A DRY LINEN CAPACITY =<10KG","UN","","20","0","15","10","3","0","0","0"
"5261.0","84512900","--other DRYING MACHINES, OF A DRY LINEN CAPACITY >10KG","UN","","20","0","15","10","3","0","0","0"
"5262.0","84513000","-IRONING MACHINES AND PRESSES (INCL. FUSING PRESSES)","UN","","05","0","15","10","3","0","0","0"
"5263.0","84514000","-WASHING, BLEACHING OR DYEING MACHINES, NES","UN","","05","0","15","10","3","0","0","0"
"5264.0","84515000","-MACHINES FOR REELING, UNREELING, FOLDING, CUTTING... TEXTILE FABRICS","UN","","05","0","15","10","3","0","0","0"
"5265.0","84518000","-other MACHINES FOR WRINGING, DRESSING, FINISHING... TEXTILE YARNS, FABRICS...","UN","","05","0","15","10","3","0","0","0"
"5266.0","84519010"," - PARTS:--- OF TARIFF ITEM NOS 8451.2100;8451.1000;84512900 &84513000","UN","","10","0","15","10","3","00","0","0"
"5267.0","84519090","--- PARTS OF MACHINES FOR CLEANING DRYING ,IRONING,ETC","UN","","05","0","15","10","3","00","0","0"
"5268.0","84521000","-SEWING MACHINES OF THE HOUSEHOLD TYPE","UN","","05","0","15","10","3","0","0","0"
"5269.0","84522100","--AUTOMATIC SEWING MACHINES","UN","","05","0","15","10","3","0","0","0"
"5270.0","84522900","--other SEWING MACHINES OF INDUSTRIAL TYPE (EXCL. AUTOMATIC UNITS)","UN","","05","0","15","10","3","0","0","0"
"5271.0","84523000","-Sewing machine needles","UN","","05","0","15","10","3","00","0","0"
"5272.0","84524000","Furniture, bases and covers for sewing machines and parts thereof","UN","","05","0","15","10","3","0","0","0"
"5273.0","84529000","-Furniture,bases & covers for sewing machines & parts thereof;other Parts of sew. machi.","UN","","05","0","15","10","3","00","0","0"
"5274.0","84531000","-MACHINERY FOR PREPARING, TANNING OR WORKING HIDES, SKINS OR LEATHER","UN","","05","0","15","10","3","0","0","0"
"5275.0","84532000","-MACHINERY FOR MAKING OR REPAIRING FOOTWEAR","UN","","05","0","15","10","3","0","0","0"
"5276.0","84538000","-other MACHINERY FOR MAKING/REPAIRING ARTICLES OF HIDES, SKINS OR LEATHER, NES","UN","","05","0","15","10","3","0","0","0"
"5277.0","84539000","-Parts of machinery for preparing ... leather, making footware, etc","UN","","05","0","15","10","3","00","0","0"
"5278.0","84541000","-CONVERTERS OF A KIND USED IN METALLURGY OR IN METAL FOUNDRIES","UN","","05","0","15","10","3","0","0","0"
"5279.0","84542000","-Machinary for making or repairing footwear","UN","","05","0","15","10","3","0","0","0"
"5280.0","84543000","-CASTING MACHINES USED IN METALLURGY OR IN METAL FOUNDRIES","UN","","05","0","15","10","3","0","0","0"
"5281.0","84549000","-Parts of converters, ladles... casting machines","UN","","05","0","15","10","3","0","0","0"
"5282.0","84551000","-TUBE MILLS","UN","","05","0","15","10","3","0","0","0"
"5283.0","84552100","--HOT OR COMBINATION HOT AND COLD METAL-ROLLING MILLS","UN","","05","0","15","10","3","0","0","0"
"5284.0","84552200","--COLD METAL-ROLLING MILLS","UN","","05","0","15","10","3","0","0","0"
